sub_phylum	org_name_protein_id	org_name	stop_codon_pos	equal_to_cds	cassette_intron_start	intron_length_to_stop_codon	intron_length	first_exon_length	source
Lepidosauria	anolis_sagrei_5	Anolis_sagrei	1038	False	1037	1	4667	110	datasets
Lepidosauria	pituophis_catenifer_annectens_0	Pituophis_catenifer_annectens	1320	False	1319	1	2420	110	datasets
Lepidosauria	lacerta_agilis_18	Lacerta_agilis	1035	False	1034	1	2499	110	datasets
Lepidosauria	candoia_aspera_2	Candoia_aspera	1035	False	1034	1	2293	110	datasets
Lepidosauria	sphaerodactylus_townsendi_12	Sphaerodactylus_townsendi	1038	False	1037	1	2825	110	datasets
Lepidosauria	thamnophis_elegans_19	Thamnophis_elegans	1038	False	1037	1	2426	110	datasets
Lepidosauria	ahaetulla_prasina_7	Ahaetulla_prasina	1290	False	1289	1	2432	110	datasets
Lepidosauria	gekko_japonicus_25	Gekko_japonicus	1044	False	1043	1	2924	110	datasets
Lepidosauria	crotalus_tigris_15	Crotalus_tigris	1332	False	1331	1	3091	110	datasets
Lepidosauria	pogona_vitticeps_23	Pogona_vitticeps	1038	False	1037	1	2746	110	datasets
Lepidosauria	podarcis_raffonei_10	Podarcis_raffonei	1035	False	1034	1	2495	110	datasets
Lepidosauria	protobothrops_mucrosquamatus_24	Protobothrops_mucrosquamatus	1029	False	1028	1	3264	110	datasets
Lepidosauria	varanus_komodoensis_13	Varanus_komodoensis	1044	False	1043	1	2658	110	datasets
Lepidosauria	pantherophis_guttatus_17	Pantherophis_guttatus	1314	False	1313	1	2411	110	datasets
Lepidosauria	elgaria_multicarinata_webbii_3	Elgaria_multicarinata_webbii	1065	False	1064	1	2800	110	datasets
Lepidosauria	rhineura_floridana_4	Rhineura_floridana	1044	False	1043	1	2581	110	datasets
Lepidosauria	podarcis_muralis_20	Podarcis_muralis	1035	False	1034	1	2506	110	datasets
Lepidosauria	heteronotia_binoei_6	Heteronotia_binoei	1044	False	1043	1	3002	110	datasets
Lepidosauria	anolis_carolinensis_27	Anolis_carolinensis	1128	False	1127	1	4026	110	datasets
Lepidosauria	erythrolamprus_reginae_1	Erythrolamprus_reginae	171	False	170	1	2638	110	datasets
Lepidosauria	sceloporus_undulatus_14	Sceloporus_undulatus	1059	False	1058	1	2380	110	datasets
Lepidosauria	eublepharis_macularius_9	Eublepharis_macularius	1038	False	1037	1	2577	110	datasets
Lepidosauria	euleptes_europaea_8	Euleptes_europaea	1044	False	1043	1	2901	110	datasets
Lepidosauria	hemicordylus_capensis_11	Hemicordylus_capensis	993	False	992	1	2830	110	datasets
Lepidosauria	zootoca_vivipara_16	Zootoca_vivipara	1038	False	1037	1	2516	110	datasets
Testudinata	emys_orbicularis_2	Emys_orbicularis	1200	False	1058	142	1650	110	datasets
Testudinata	chelonoidis_abingdonii_9	Chelonoidis_abingdonii	1191	False	1049	142	1645	110	datasets
Testudinata	chrysemys_picta_bellii_14	Chrysemys_picta_bellii	1194	False	1052	142	1662	110	datasets
Testudinata	pelodiscus_sinensis_13	Pelodiscus_sinensis	1686	False	1046	640	1643	110	datasets
Testudinata	gopherus_evgoodei_10	Gopherus_evgoodei	1485	False	1184	301	1639	110	datasets
Testudinata	malaclemys_terrapin_pileata_3	Malaclemys_terrapin_pileata	1194	False	1052	142	1652	110	datasets
Testudinata	terrapene_triunguis_11	Terrapene_triunguis	1269	False	1058	211	1662	110	datasets
Testudinata	gopherus_flavomarginatus_4	Gopherus_flavomarginatus	1203	False	1061	142	1655	110	datasets
Testudinata	mauremys_mutica_6	Mauremys_mutica	1200	False	1058	142	1662	110	datasets
Testudinata	mauremys_reevesii_7	Mauremys_reevesii	1200	False	1058	142	1661	110	datasets
Testudinata	emydura_macquarii_macquarii_1	Emydura_macquarii_macquarii	1446	False	1223	223	1647	110	datasets
Testudinata	dermochelys_coriacea_8	Dermochelys_coriacea	1140	False	1061	79	1661	110	datasets
Testudinata	chelonia_mydas_12	Chelonia_mydas	1143	False	1064	79	1674	110	datasets
Testudinata	caretta_caretta_5	Caretta_caretta	1137	False	1058	79	1656	110	datasets
Testudinata	trachemys_scripta_elegans_0	Trachemys_scripta_elegans	1194	False	1052	142	1661	110	datasets
Crocodylia	alligator_sinensis_1	Alligator_sinensis	999	False	851	148	1497	110	datasets
Crocodylia	alligator_mississippiensis_0	Alligator_mississippiensis	1293	False	1145	148	1618	110	datasets
Aves	melopsittacus_undulatus_28	Melopsittacus_undulatus	1521	False	1004	517	1257	110	datasets
Aves	neopsephotus_bourkii_16	Neopsephotus_bourkii	1497	False	995	502	1245	110	datasets
Aves	cygnus_atratus_24	Cygnus_atratus	1032	False	1007	25	1257	110	datasets
Aves	haliaeetus_leucocephalus_39	Haliaeetus_leucocephalus	1029	False	1004	25	1375	110	datasets
Aves	phalacrocorax_carbo_11	Phalacrocorax_carbo	1029	False	1004	25	1345	110	datasets
Aves	camarhynchus_parvulus_29	Camarhynchus_parvulus	2355	False	995	1360	2456	110	datasets
Aves	taeniopygia_guttata_31	Taeniopygia_guttata	990	False	989	1	443	110	datasets
Aves	molothrus_aeneus_7	Molothrus_aeneus	993	False	992	1	745	110	datasets
Aves	rissa_tridactyla_20	Rissa_tridactyla	1209	False	1004	205	1388	110	datasets
Aves	pezoporus_flaviventris_15	Pezoporus_flaviventris	1572	False	1004	568	1328	110	datasets
Aves	grus_americana_19	Grus_americana	1029	False	1004	25	1659	110	datasets
Aves	caloenas_nicobarica_9	Caloenas_nicobarica	1185	False	1001	184	1245	110	datasets
Aves	aythya_fuligula_27	Aythya_fuligula	1047	False	1022	25	1227	110	datasets
Aves	aquila_chrysaetos_chrysaetos_32	Aquila_chrysaetos_chrysaetos	1029	False	1004	25	1375	110	datasets
Aves	haliaeetus_albicilla_3	Haliaeetus_albicilla	1029	False	1004	25	1378	110	datasets
Aves	strigops_habroptila_30	Strigops_habroptila	1461	False	1004	457	1317	110	datasets
Aves	astur_gentilis_22	Astur_gentilis	1029	False	1004	25	1393	110	datasets
Aves	anas_acuta_6	Anas_acuta	1113	False	1088	25	1346	110	datasets
Aves	ciconia_boyciana_44	Ciconia_boyciana	1029	False	1004	25	1459	107	datasets
Aves	vidua_chalybeata_21	Vidua_chalybeata	2505	True	986	1519	678	110	datasets
Aves	oxyura_jamaicensis_25	Oxyura_jamaicensis	1038	False	1013	25	1246	110	datasets
Aves	ammospiza_caudacuta_17	Ammospiza_caudacuta	1074	False	992	82	3942	110	datasets
Aves	apteryx_mantelli_38	Apteryx_mantelli	1545	False	1004	541	1359	110	datasets
Aves	phaenicophaeus_curvirostris_2	Phaenicophaeus_curvirostris	1893	False	1001	892	2155	110	datasets
Aves	lonchura_striata_35	Lonchura_striata	990	False	989	1	629	110	datasets
Aves	apteryx_rowi_34	Apteryx_rowi	1545	False	1004	541	1359	110	datasets
Aves	gallus_gallus_0	Gallus_gallus	1011	False	1004	7	1616	110	datasets
Aves	pezoporus_occidentalis_13	Pezoporus_occidentalis	1572	False	1004	568	1319	110	datasets
Aves	anser_cygnoides_47	Anser_cygnoides	1044	False	1019	25	1279	110	datasets
Aves	dromaius_novaehollandiae_33	Dromaius_novaehollandiae	1563	False	1010	553	1365	110	datasets
Aves	rhea_pennata_14	Rhea_pennata	1578	False	1010	568	1348	110	datasets
Aves	pezoporus_wallicus_18	Pezoporus_wallicus	1572	False	1004	568	1328	110	datasets
Aves	aphelocoma_coerulescens_4	Aphelocoma_coerulescens	1077	False	992	85	3626	110	datasets
Aves	catharus_ustulatus_26	Catharus_ustulatus	1227	False	986	241	3252	110	datasets
Aves	chroicocephalus_ridibundus_12	Chroicocephalus_ridibundus	1566	False	1004	562	1373	110	datasets
Aves	struthio_camelus_5	Struthio_camelus	1074	False	1010	64	1405	110	datasets
